"","id","task","trial","reaction_time","targ_index","group","gender","age_at_web_month","age_at_web_year","hit_trial_n","sl_aprime","domain","modality","scaled_rt","mean_rt","rt_slope_raw","initial_rt"
"701","blast_a_007","tsl",529,734.104308390026,43,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",1.16517293308168,271.807,-2.273,271.807
"702","blast_a_007","tsl",301,865.80498866214,23,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",1.49711062619204,271.807,-2.273,271.807
"703","blast_a_007","tsl",310,588.979591836743,24,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",0.799401370425667,271.807,-2.273,271.807
"704","blast_a_007","tsl",361,335.374149659856,29,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",0.160215564684214,271.807,-2.273,271.807
"705","blast_a_007","tsl",397,62.5396825396933,32,"adult","F",228,19,24,0.798405425219941,"nonling","auditory",-0.527434973109074,271.807,-2.273,271.807
"784","blast_a_008","tsl",146,633.333333333336,10,"adult","M",249,20.75,28,0.867272727272727,"nonling","auditory",1.12397446760553,331.048,-5.378,331.048
"785","blast_a_008","tsl",44,750.666666666671,2,"adult","M",249,20.75,28,0.867272727272727,"nonling","auditory",1.56024937122556,331.048,-5.378,331.048
"786","blast_a_008","tsl",533,390.6666666666,43,"adult","M",249,20.75,28,0.867272727272727,"nonling","auditory",0.221678644209303,331.048,-5.378,331.048
"787","blast_a_008","tsl",29,419.999999999998,1,"adult","M",249,20.75,28,0.867272727272727,"nonling","auditory",0.330747370114551,331.048,-5.378,331.048
"788","blast_a_008","tsl",569,470.666666666641,46,"adult","M",249,20.75,28,0.867272727272727,"nonling","auditory",0.519138805768566,331.048,-5.378,331.048
"789","blast_a_008","tsl",575,158.666666666591,47,"adult","M",249,20.75,28,0.867272727272727,"nonling","auditory",-0.640955824312149,331.048,-5.378,331.048
"790","blast_a_008","tsl",587,-20.0000000000387,48,"adult","M",249,20.75,28,0.867272727272727,"nonling","auditory",-1.30528351846069,331.048,-5.378,331.048
"791","blast_a_008","tsl",554,390.666666666657,45,"adult","M",249,20.75,28,0.867272727272727,"nonling","auditory",0.221678644209515,331.048,-5.378,331.048
