word,location,image,repetition,trialnum,condition,letter6,letter5,letter4,letter3,letter2,letter1,corrAns,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,forced_test_trials.thisRepN,forced_test_trials.thisTrialN,forced_test_trials.thisN,forced_test_trials.thisIndex,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,question_key_resp.keys,question_key_resp.corr,question_key_resp.rt,Run,vtarget,PartID,ltarget,frameRate,expName,date,
2,1,A.png,48,574,S,,,,,,,,0,21,21,21,,,,,,,,,,,,,None,,,,,,,,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
2,2,J.png,48,575,S,,,,,,,,0,22,22,22,,,,,,,,,,,,,None,,,,,,,,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
2,3,F.png,48,576,S,,,,,,,,0,23,23,23,,,,,,,,,,,,,None,,,,,,,,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,G.png,C.png,D.png,B.png,J.png,E.png,4,,,,,,,,,,,,,0,0,0,25,,,,,,3,0,6.80976018246,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,H.png,L.png,E.png,F.png,L.png,D.png,4,,,,,,,,,,,,,0,1,1,30,,,,,,3,0,2.72565664598,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,B.png,J.png,E.png,B.png,K.png,M.png,3,,,,,,,,,,,,,0,2,2,16,,,,,,3,1,0.875360354941,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,F.png,L.png,D.png,F.png,J.png,A.png,3,,,,,,,,,,,,,0,3,3,19,,,,,,3,1,0.727019416998,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,H.png,C.png,M.png,F.png,J.png,A.png,3,,,,,,,,,,,,,0,4,4,5,,,,,,3,1,0.858696490046,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,G.png,K.png,A.png,G.png,C.png,D.png,3,,,,,,,,,,,,,0,5,5,21,,,,,,4,0,14.0110810833,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,F.png,L.png,D.png,H.png,L.png,E.png,3,,,,,,,,,,,,,0,6,6,10,,,,,,3,1,0.758802331649,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,G.png,C.png,D.png,H.png,C.png,M.png,4,,,,,,,,,,,,,0,7,7,7,,,,,,4,1,0.533664938092,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,B.png,K.png,M.png,B.png,J.png,E.png,4,,,,,,,,,,,,,0,8,8,8,,,,,,4,1,1.87555292351,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,B.png,K.png,M.png,G.png,K.png,A.png,4,,,,,,,,,,,,,0,9,9,14,,,,,,4,1,0.423709427982,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,H.png,C.png,M.png,G.png,C.png,D.png,3,,,,,,,,,,,,,0,10,10,17,,,,,,3,1,0.341932643089,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,G.png,C.png,D.png,G.png,K.png,A.png,4,,,,,,,,,,,,,0,11,11,27,,,,,,4,1,0.266929891106,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,F.png,L.png,D.png,G.png,C.png,D.png,3,,,,,,,,,,,,,0,12,12,6,,,,,,3,1,0.250201172996,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,B.png,K.png,M.png,F.png,L.png,D.png,4,,,,,,,,,,,,,0,13,13,26,,,,,,4,1,0.416826737506,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,H.png,L.png,E.png,H.png,C.png,M.png,4,,,,,,,,,,,,,0,14,14,4,,,,,,4,1,0.441961343502,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,G.png,K.png,A.png,B.png,K.png,M.png,3,,,,,,,,,,,,,0,15,15,2,,,,,,3,1,2.17560944252,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,H.png,L.png,E.png,B.png,J.png,E.png,4,,,,,,,,,,,,,0,16,16,3,,,,,,4,1,0.541965012817,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,H.png,C.png,M.png,B.png,K.png,M.png,3,,,,,,,,,,,,,0,17,17,28,,,,,,3,1,1.18373572198,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,B.png,J.png,E.png,H.png,L.png,E.png,3,,,,,,,,,,,,,0,18,18,12,,,,,,4,0,2.00889626925,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,G.png,K.png,A.png,H.png,L.png,E.png,3,,,,,,,,,,,,,0,19,19,18,,,,,,3,1,0.975399579766,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,F.png,L.png,D.png,B.png,K.png,M.png,3,,,,,,,,,,,,,0,20,20,31,,,,,,3,1,0.325268778208,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,G.png,C.png,D.png,F.png,L.png,D.png,4,,,,,,,,,,,,,0,21,21,29,,,,,,4,1,2.81738100501,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,F.png,J.png,A.png,G.png,K.png,A.png,4,,,,,,,,,,,,,0,22,22,11,,,,,,4,1,0.341987540785,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,B.png,J.png,E.png,F.png,J.png,A.png,3,,,,,,,,,,,,,0,23,23,24,,,,,,4,0,0.475293624389,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,F.png,J.png,A.png,F.png,L.png,D.png,4,,,,,,,,,,,,,0,24,24,23,,,,,,4,1,0.450287302621,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,G.png,K.png,A.png,F.png,J.png,A.png,3,,,,,,,,,,,,,0,25,25,0,,,,,,3,1,0.833693581604,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,B.png,J.png,E.png,G.png,C.png,D.png,3,,,,,,,,,,,,,0,26,26,13,,,,,,4,0,1.75052871021,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,B.png,K.png,M.png,H.png,C.png,M.png,4,,,,,,,,,,,,,0,27,27,9,,,,,,4,1,0.300280091964,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,H.png,L.png,E.png,G.png,K.png,A.png,4,,,,,,,,,,,,,0,28,28,15,,,,,,4,1,0.366952902623,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,F.png,J.png,A.png,B.png,J.png,E.png,4,,,,,,,,,,,,,0,29,29,20,,,,,,4,1,1.49215233341,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,F.png,J.png,A.png,H.png,C.png,M.png,4,,,,,,,,,,,,,0,30,30,22,,,,,,4,1,0.233606712427,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
,,,,,,H.png,C.png,M.png,H.png,L.png,E.png,3,,,,,,,,,,,,,0,31,31,1,,,,,,3,1,0.383575807587,3,12,008,G,119.865086478,visual,2017_Nov_01_1228,
