word,location,image,repetition,trialnum,condition,letter6,letter5,letter4,letter3,letter2,letter1,corrAns,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,forced_test_trials.thisRepN,forced_test_trials.thisTrialN,forced_test_trials.thisN,forced_test_trials.thisIndex,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,question_key_resp.keys,question_key_resp.corr,question_key_resp.rt,Run,vtarget,PartID,ltarget,frameRate,expName,date,
0,3,Alien11.bmp,1,177,R,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien7.bmp,1,178,R,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien1.bmp,1,179,R,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien11.bmp,1,180,R,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien9.bmp,1,181,R,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien10.bmp,1,182,R,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien2.bmp,1,183,R,,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien2.bmp,1,184,R,,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,2,Alien8.bmp,1,185,R,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,3,Alien11.bmp,1,186,R,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
0,1,Alien3.bmp,1,187,R,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,None,,,,,2,6,f008,H,119.983174627,visual,2018_Jan_30_1526,
