cond,sound,speaker,trial,eventcode,order
sd,da,e,26,213,157
s,ba,e,33,114,158
s,ba,e,26,114,159
s,ba,e,28,114,160
sd,da,e,40,213,161
s,ba,e,26,114,162
s,ba,e,3,114,163
s,ba,e,34,114,164
sd,da,e,11,213,165
s,ba,e,16,114,166
s,ba,e,0,114,167
sd,da,e,37,213,168
s,ba,e,28,114,169
s,ba,e,13,114,170
s,ba,e,46,114,171
s,ba,e,6,114,172
bd,ba,s,31,122,173
s,ba,e,21,114,174
s,ba,e,33,114,175
bd,ba,s,48,122,176
s,ba,e,11,114,177
s,ba,e,2,114,178
s,ba,e,49,114,179
s,ba,e,41,114,180
bd,ba,s,23,122,181
s,ba,e,5,114,182
s,ba,e,42,114,183
s,ba,e,26,114,184
s,ba,e,28,114,185
s,ba,e,43,114,186
bd,ba,s,39,122,187
s,ba,e,14,114,188
s,ba,e,20,114,189
s,ba,e,1,114,190
s,ba,e,20,114,191
s,ba,e,22,114,192
sd,da,e,13,213,193
s,ba,e,14,114,194
s,ba,e,19,114,195
s,ba,e,2,114,196
s,ba,e,6,114,197
s,ba,e,10,114,198
sd,da,e,34,213,199
s,ba,e,18,114,200
s,ba,e,23,114,201
s,ba,e,30,114,202
s,ba,e,28,114,203
bd,ba,s,47,122,204
s,ba,e,10,114,205
s,ba,e,13,114,206
bd,ba,s,16,122,207
s,ba,e,5,114,208
s,ba,e,47,114,209
s,ba,e,3,114,210
s,ba,e,45,114,211
sd,da,e,24,213,212
s,ba,e,23,114,213
s,ba,e,39,114,214
s,ba,e,7,114,215
s,ba,e,40,114,216
bd,ba,s,8,122,217
s,ba,e,41,114,218
s,ba,e,45,114,219
bd,ba,s,25,122,220
s,ba,e,34,114,221
s,ba,e,21,114,222
s,ba,e,31,114,223
bd,ba,s,17,122,224
s,ba,e,42,114,225
s,ba,e,33,114,226
s,ba,e,2,114,227
s,ba,e,15,114,228
bd,ba,s,21,122,229
s,ba,e,15,114,230
s,ba,e,37,114,231
s,ba,e,49,114,232
sd,da,e,9,213,233
s,ba,e,40,114,234
s,ba,e,39,114,235
bd,ba,s,23,122,236
s,ba,e,9,114,237
s,ba,e,27,114,238
s,ba,e,9,114,239
sd,da,e,15,213,240
s,ba,e,26,114,241
s,ba,e,7,114,242
bd,ba,s,37,122,243
s,ba,e,48,114,244
s,ba,e,10,114,245
bd,ba,s,33,122,246
s,ba,e,10,114,247
s,ba,e,8,114,248
s,ba,e,32,114,249
bd,ba,s,7,122,250
s,ba,e,42,114,251
s,ba,e,13,114,252
s,ba,e,3,114,253
s,ba,e,29,114,254
s,ba,e,3,114,255
bd,ba,s,44,122,256
s,ba,e,36,114,257
s,ba,e,33,114,258
s,ba,e,49,114,259
s,ba,e,38,114,260
s,ba,e,3,114,261
s,ba,e,37,114,262
sd,da,e,10,213,263
s,ba,e,6,114,264
s,ba,e,37,114,265
s,ba,e,34,114,266
sd,da,e,20,213,267
s,ba,e,17,114,268
s,ba,e,38,114,269
s,ba,e,0,114,270
s,ba,e,1,114,271
bd,ba,s,36,122,272
s,ba,e,46,114,273
s,ba,e,41,114,274
sd,da,e,17,213,275
s,ba,e,6,114,276
s,ba,e,49,114,277
s,ba,e,19,114,278
s,ba,e,11,114,279
s,ba,e,24,114,280
bd,ba,s,1,122,281
s,ba,e,47,114,282
s,ba,e,31,114,283
s,ba,e,17,114,284
bd,ba,s,42,122,285
s,ba,e,43,114,286
s,ba,e,10,114,287
bd,ba,s,7,122,288
s,ba,e,46,114,289
s,ba,e,45,114,290
bd,ba,s,9,122,291
s,ba,e,39,114,292
s,ba,e,2,114,293
sd,da,e,5,213,294
s,ba,e,48,114,295
s,ba,e,8,114,296
s,ba,e,32,114,297
sd,da,e,6,213,298
s,ba,e,46,114,299
s,ba,e,41,114,300
sd,da,e,23,213,301
s,ba,e,20,114,302
s,ba,e,28,114,303
s,ba,e,23,114,304
s,ba,e,8,114,305
s,ba,e,12,114,306
s,ba,e,14,114,307
s,ba,e,45,114,308
s,ba,e,29,114,309
s,ba,e,22,114,310
s,ba,e,2,114,311
s,ba,e,47,114,312
s,ba,e,34,114,313
bd,ba,s,14,122,314
s,ba,e,27,114,315
s,ba,e,23,114,316
s,ba,e,10,114,317
bd,ba,s,5,122,318
s,ba,e,28,114,319
s,ba,e,46,114,320
s,ba,e,32,114,321
s,ba,e,40,114,322
sd,da,e,42,213,323
s,ba,e,17,114,324
s,ba,e,12,114,325
s,ba,e,19,114,326
s,ba,e,1,114,327
sd,da,e,36,213,328
s,ba,e,30,114,329
s,ba,e,37,114,330
bd,ba,s,27,122,331
s,ba,e,39,114,332
s,ba,e,13,114,333
s,ba,e,20,114,334
bd,ba,s,12,122,335
s,ba,e,27,114,336
s,ba,e,31,114,337
s,ba,e,22,114,338
s,ba,e,47,114,339
s,ba,e,11,114,340
sd,da,e,31,213,341
s,ba,e,16,114,342
s,ba,e,24,114,343
bd,ba,s,11,122,344
s,ba,e,0,114,345
s,ba,e,47,114,346
s,ba,e,45,114,347
bd,ba,s,42,122,348
s,ba,e,4,114,349
s,ba,e,17,114,350
s,ba,e,4,114,351
s,ba,e,21,114,352
bd,ba,s,25,122,353
s,ba,e,42,114,354
s,ba,e,13,114,355
s,ba,e,17,114,356
sd,da,e,19,213,357
s,ba,e,18,114,358
s,ba,e,4,114,359
sd,da,e,43,213,360
s,ba,e,36,114,361
s,ba,e,33,114,362
bd,ba,s,4,122,363
s,ba,e,26,114,364
s,ba,e,2,114,365
s,ba,e,10,114,366
bd,ba,s,8,122,367
s,ba,e,6,114,368
s,ba,e,18,114,369
s,ba,e,6,114,370
bd,ba,s,13,122,371
s,ba,e,24,114,372
s,ba,e,9,114,373
s,ba,e,35,114,374
bd,ba,s,29,122,375
s,ba,e,49,114,376
s,ba,e,4,114,377
s,ba,e,43,114,378
sd,da,e,28,213,379
s,ba,e,26,114,380
s,ba,e,1,114,381
s,ba,e,0,114,382
bd,ba,s,43,122,383
s,ba,e,30,114,384
s,ba,e,35,114,385
s,ba,e,21,114,386
bd,ba,s,10,122,387
s,ba,e,13,114,388
s,ba,e,29,114,389
sd,da,e,22,213,390
s,ba,e,38,114,391
s,ba,e,29,114,392
s,ba,e,43,114,393
s,ba,e,9,114,394
s,ba,e,9,114,395
s,ba,e,30,114,396
sd,da,e,35,213,397
s,ba,e,12,114,398
s,ba,e,37,114,399
sd,da,e,30,213,400
s,ba,e,8,114,401
s,ba,e,40,114,402
bd,ba,s,19,122,403
s,ba,e,18,114,404
s,ba,e,7,114,405
s,ba,e,43,114,406
bd,ba,s,26,122,407
s,ba,e,29,114,408
s,ba,e,16,114,409
s,ba,e,20,114,410
sd,da,e,45,213,411
s,ba,e,8,114,412
s,ba,e,28,114,413
s,ba,e,42,114,414
s,ba,e,44,114,415
s,ba,e,35,114,416
sd,da,e,46,213,417
s,ba,e,0,114,418
s,ba,e,49,114,419
bd,ba,s,1,122,420
s,ba,e,47,114,421
s,ba,e,15,114,422
s,ba,e,30,114,423
s,ba,e,7,114,424
s,ba,e,38,114,425
sd,da,e,29,213,426
s,ba,e,19,114,427
s,ba,e,35,114,428
bd,ba,s,15,122,429
s,ba,e,5,114,430
s,ba,e,39,114,431
sd,da,e,7,213,432
s,ba,e,19,114,433
s,ba,e,21,114,434
sd,da,e,1,213,435
s,ba,e,42,114,436
s,ba,e,5,114,437
s,ba,e,12,114,438
s,ba,e,19,114,439
bd,ba,s,33,122,440
s,ba,e,20,114,441
s,ba,e,27,114,442
s,ba,e,11,114,443
s,ba,e,48,114,444
s,ba,e,46,114,445
s,ba,e,36,114,446
bd,ba,s,49,122,447
s,ba,e,43,114,448
s,ba,e,38,114,449
s,ba,e,8,114,450
s,ba,e,49,114,451
bd,ba,s,45,122,452
s,ba,e,39,114,453
s,ba,e,48,114,454
bd,ba,s,9,122,455
s,ba,e,15,114,456
s,ba,e,46,114,457
s,ba,e,2,114,458
s,ba,e,16,114,459
s,ba,e,21,114,460
s,ba,e,25,114,461
bd,ba,s,20,122,462
s,ba,e,15,114,463
s,ba,e,31,114,464
sd,da,e,39,213,465
s,ba,e,29,114,466
s,ba,e,16,114,467
sd,da,e,16,213,468
s,ba,e,37,114,469
s,ba,e,7,114,470
s,ba,e,34,114,471
s,ba,e,39,114,472
s,ba,e,1,114,473
s,ba,e,32,114,474
s,ba,e,41,114,475
s,ba,e,45,114,476
s,ba,e,10,114,477
bd,ba,s,10,122,478
s,ba,e,44,114,479
s,ba,e,1,114,480
s,ba,e,14,114,481
bd,ba,s,34,122,482
s,ba,e,25,114,483
s,ba,e,31,114,484
s,ba,e,15,114,485
s,ba,e,31,114,486
bd,ba,s,16,122,487
s,ba,e,1,114,488
s,ba,e,0,114,489
s,ba,e,36,114,490
s,ba,e,48,114,491
s,ba,e,27,114,492
s,ba,e,32,114,493
s,ba,e,12,114,494
bd,ba,s,0,122,495
s,ba,e,43,114,496
s,ba,e,32,114,497
s,ba,e,24,114,498
s,ba,e,4,114,499
bd,ba,s,3,122,500
s,ba,e,14,114,501
s,ba,e,29,114,502
bd,ba,s,32,122,503
s,ba,e,21,114,504
s,ba,e,15,114,505
bd,ba,s,27,122,506
s,ba,e,4,114,507
s,ba,e,30,114,508
bd,ba,s,45,122,509
s,ba,e,33,114,510
s,ba,e,40,114,511
s,ba,e,12,114,512
bd,ba,s,14,122,513
s,ba,e,36,114,514
s,ba,e,37,114,515
bd,ba,s,18,122,516
s,ba,e,6,114,517
s,ba,e,35,114,518
bd,ba,s,46,122,519
s,ba,e,44,114,520
s,ba,e,0,114,521
s,ba,e,30,114,522
s,ba,e,43,114,523
sd,da,e,12,213,524
s,ba,e,48,114,525
s,ba,e,7,114,526
bd,ba,s,38,122,527
s,ba,e,18,114,528
s,ba,e,25,114,529
bd,ba,s,17,122,530
s,ba,e,46,114,531
s,ba,e,11,114,532
sd,da,e,33,213,533
s,ba,e,25,114,534
s,ba,e,16,114,535
s,ba,e,11,114,536
s,ba,e,17,114,537
bd,ba,s,43,122,538
s,ba,e,9,114,539
s,ba,e,18,114,540
s,ba,e,43,114,541
s,ba,e,19,114,542
s,ba,e,18,114,543
s,ba,e,11,114,544
sd,da,e,38,213,545
s,ba,e,18,114,546
s,ba,e,45,114,547
bd,ba,s,37,122,548
s,ba,e,40,114,549
s,ba,e,12,114,550
bd,ba,s,0,122,551
s,ba,e,40,114,552
s,ba,e,38,114,553
s,ba,e,41,114,554
s,ba,e,7,114,555
s,ba,e,11,114,556
bd,ba,s,21,122,557
s,ba,e,16,114,558
s,ba,e,33,114,559
bd,ba,s,39,122,560
s,ba,e,20,114,561
s,ba,e,8,114,562
bd,ba,s,6,122,563
s,ba,e,37,114,564
s,ba,e,26,114,565
bd,ba,s,35,122,566
s,ba,e,9,114,567
s,ba,e,48,114,568
s,ba,e,16,114,569
bd,ba,s,40,122,570
s,ba,e,34,114,571
s,ba,e,15,114,572
s,ba,e,39,114,573
s,ba,e,25,114,574
s,ba,e,30,114,575
bd,ba,s,34,122,576
s,ba,e,32,114,577
s,ba,e,0,114,578
s,ba,e,40,114,579
bd,ba,s,4,122,580
s,ba,e,5,114,581
s,ba,e,34,114,582
bd,ba,s,41,122,583
s,ba,e,12,114,584
s,ba,e,3,114,585
s,ba,e,3,114,586
bd,ba,s,30,122,587
s,ba,e,37,114,588
s,ba,e,29,114,589
bd,ba,s,20,122,590
s,ba,e,4,114,591
s,ba,e,25,114,592
bd,ba,s,11,122,593
s,ba,e,13,114,594
s,ba,e,13,114,595
sd,da,e,21,213,596
s,ba,e,3,114,597
s,ba,e,20,114,598
s,ba,e,45,114,599
sd,da,e,0,213,600
s,ba,e,27,114,601
s,ba,e,22,114,602
s,ba,e,0,114,603
s,ba,e,18,114,604
s,ba,e,27,114,605
s,ba,e,20,114,606
s,ba,e,31,114,607
s,ba,e,43,114,608
s,ba,e,5,114,609
s,ba,e,29,114,610
s,ba,e,15,114,611
bd,ba,s,41,122,612
s,ba,e,7,114,613
s,ba,e,38,114,614
s,ba,e,24,114,615
s,ba,e,25,114,616
s,ba,e,2,114,617
s,ba,e,30,114,618
s,ba,e,39,114,619
s,ba,e,48,114,620
s,ba,e,42,114,621
s,ba,e,35,114,622
s,ba,e,33,114,623
s,ba,e,36,114,624
s,ba,e,41,114,625
s,ba,e,6,114,626
sd,da,e,32,213,627
s,ba,e,24,114,628
s,ba,e,35,114,629
sd,da,e,47,213,630
s,ba,e,2,114,631
s,ba,e,1,114,632
s,ba,e,38,114,633
sd,da,e,48,213,634
s,ba,e,6,114,635
s,ba,e,28,114,636
bd,ba,s,26,122,637
s,ba,e,31,114,638
s,ba,e,44,114,639
s,ba,e,26,114,640
s,ba,e,25,114,641
s,ba,e,28,114,642
bd,ba,s,22,122,643
s,ba,e,5,114,644
s,ba,e,13,114,645
s,ba,e,17,114,646
s,ba,e,17,114,647
s,ba,e,17,114,648
s,ba,e,44,114,649
s,ba,e,31,114,650
s,ba,e,43,114,651
s,ba,e,2,114,652
s,ba,e,23,114,653
s,ba,e,24,114,654
s,ba,e,17,114,655
s,ba,e,12,114,656
s,ba,e,23,114,657
s,ba,e,42,114,658
s,ba,e,44,114,659
s,ba,e,27,114,660
bd,ba,s,46,122,661
s,ba,e,27,114,662
s,ba,e,12,114,663
s,ba,e,1,114,664
s,ba,e,41,114,665
bd,ba,s,43,122,666
s,ba,e,33,114,667
s,ba,e,0,114,668
s,ba,e,45,114,669
s,ba,e,17,114,670
s,ba,e,3,114,671
s,ba,e,28,114,672
s,ba,e,31,114,673
sd,da,e,36,213,674
s,ba,e,14,114,675
s,ba,e,38,114,676
bd,ba,s,6,122,677
s,ba,e,13,114,678
s,ba,e,30,114,679
s,ba,e,44,114,680
bd,ba,s,4,122,681
s,ba,e,38,114,682
s,ba,e,4,114,683
bd,ba,s,9,122,684
s,ba,e,39,114,685
s,ba,e,16,114,686
s,ba,e,48,114,687
bd,ba,s,28,122,688
s,ba,e,42,114,689
s,ba,e,42,114,690
bd,ba,s,34,122,691
s,ba,e,45,114,692
s,ba,e,27,114,693
bd,ba,s,12,122,694
s,ba,e,48,114,695
s,ba,e,0,114,696
sd,da,e,49,213,697
s,ba,e,25,114,698
s,ba,e,44,114,699
s,ba,e,38,114,700
s,ba,e,9,114,701
s,ba,e,30,114,702
s,ba,e,1,114,703
bd,ba,s,15,122,704
s,ba,e,21,114,705
s,ba,e,28,114,706
bd,ba,s,35,122,707
s,ba,e,33,114,708
s,ba,e,28,114,709
s,ba,e,0,114,710
sd,da,e,9,213,711
s,ba,e,9,114,712
s,ba,e,15,114,713
sd,da,e,38,213,714
s,ba,e,43,114,715
s,ba,e,38,114,716
s,ba,e,33,114,717
s,ba,e,9,114,718
sd,da,e,7,213,719
s,ba,e,46,114,720
s,ba,e,6,114,721
s,ba,e,13,114,722
s,ba,e,34,114,723
bd,ba,s,43,122,724
s,ba,e,13,114,725
s,ba,e,5,114,726
bd,ba,s,39,122,727
s,ba,e,25,114,728
s,ba,e,23,114,729
s,ba,e,35,114,730
s,ba,e,36,114,731
bd,ba,s,7,122,732
s,ba,e,5,114,733
s,ba,e,7,114,734
sd,da,e,26,213,735
s,ba,e,34,114,736
s,ba,e,3,114,737
s,ba,e,42,114,738
s,ba,e,45,114,739
s,ba,e,18,114,740
s,ba,e,31,114,741
s,ba,e,14,114,742
s,ba,e,1,114,743
s,ba,e,38,114,744
s,ba,e,34,114,745
s,ba,e,20,114,746
s,ba,e,9,114,747
s,ba,e,40,114,748
bd,ba,s,8,122,749
s,ba,e,25,114,750
s,ba,e,33,114,751
bd,ba,s,1,122,752
s,ba,e,31,114,753
s,ba,e,15,114,754
bd,ba,s,22,122,755
s,ba,e,2,114,756
s,ba,e,25,114,757
bd,ba,s,45,122,758
s,ba,e,8,114,759
s,ba,e,4,114,760
bd,ba,s,31,122,761
s,ba,e,26,114,762
s,ba,e,30,114,763
bd,ba,s,26,122,764
s,ba,e,9,114,765
s,ba,e,2,114,766
sd,da,e,42,213,767
s,ba,e,39,114,768
s,ba,e,2,114,769
s,ba,e,39,114,770
sd,da,e,33,213,771
s,ba,e,27,114,772
s,ba,e,17,114,773
s,ba,e,14,114,774
s,ba,e,35,114,775
s,ba,e,41,114,776
s,ba,e,11,114,777
bd,ba,s,6,122,778
s,ba,e,15,114,779
s,ba,e,28,114,780
s,ba,e,5,114,781
s,ba,e,31,114,782
s,ba,e,38,114,783
s,ba,e,14,114,784
bd,ba,s,23,122,785
s,ba,e,25,114,786
s,ba,e,46,114,787
s,ba,e,16,114,788
s,ba,e,28,114,789
s,ba,e,34,114,790
sd,da,e,14,213,791
s,ba,e,28,114,792
s,ba,e,47,114,793
s,ba,e,34,114,794
s,ba,e,30,114,795
s,ba,e,29,114,796
sd,da,e,43,213,797
s,ba,e,17,114,798
s,ba,e,2,114,799
s,ba,e,27,114,800
bd,ba,s,23,122,801
s,ba,e,42,114,802
s,ba,e,47,114,803
bd,ba,s,32,122,804
s,ba,e,5,114,805
s,ba,e,30,114,806
bd,ba,s,48,122,807
s,ba,e,23,114,808
s,ba,e,17,114,809
s,ba,e,19,114,810
s,ba,e,33,114,811
s,ba,e,29,114,812
s,ba,e,49,114,813
bd,ba,s,13,122,814
s,ba,e,15,114,815
s,ba,e,11,114,816
s,ba,e,20,114,817
s,ba,e,29,114,818
bd,ba,s,32,122,819
s,ba,e,34,114,820
s,ba,e,20,114,821
s,ba,e,10,114,822
sd,da,e,27,213,823
s,ba,e,22,114,824
s,ba,e,38,114,825
bd,ba,s,40,122,826
s,ba,e,23,114,827
s,ba,e,46,114,828
s,ba,e,32,114,829
bd,ba,s,13,122,830
s,ba,e,17,114,831
s,ba,e,33,114,832
s,ba,e,44,114,833
bd,ba,s,19,122,834
s,ba,e,21,114,835
s,ba,e,3,114,836
s,ba,e,9,114,837
s,ba,e,8,114,838
bd,ba,s,29,122,839
s,ba,e,26,114,840
s,ba,e,37,114,841
bd,ba,s,21,122,842
s,ba,e,20,114,843
s,ba,e,4,114,844
bd,ba,s,7,122,845
s,ba,e,22,114,846
s,ba,e,23,114,847
s,ba,e,15,114,848
s,ba,e,44,114,849
s,ba,e,43,114,850
s,ba,e,47,114,851
bd,ba,s,2,122,852
s,ba,e,47,114,853
s,ba,e,7,114,854
bd,ba,s,9,122,855
s,ba,e,11,114,856
s,ba,e,38,114,857
s,ba,e,44,114,858
s,ba,e,12,114,859
bd,ba,s,18,122,860
s,ba,e,11,114,861
s,ba,e,8,114,862
sd,da,e,22,213,863
s,ba,e,45,114,864
s,ba,e,48,114,865
bd,ba,s,0,122,866
s,ba,e,43,114,867
s,ba,e,10,114,868
sd,da,e,40,213,869
s,ba,e,32,114,870
s,ba,e,44,114,871
sd,da,e,30,213,872
s,ba,e,5,114,873
s,ba,e,48,114,874
s,ba,e,39,114,875
s,ba,e,15,114,876
sd,da,e,3,213,877
s,ba,e,19,114,878
s,ba,e,1,114,879
sd,da,e,34,213,880
s,ba,e,31,114,881
s,ba,e,30,114,882
s,ba,e,33,114,883
s,ba,e,21,114,884
bd,ba,s,37,122,885
s,ba,e,10,114,886
s,ba,e,22,114,887
s,ba,e,32,114,888
s,ba,e,2,114,889
s,ba,e,45,114,890
s,ba,e,43,114,891
bd,ba,s,30,122,892
s,ba,e,44,114,893
s,ba,e,29,114,894
bd,ba,s,11,122,895
s,ba,e,35,114,896
s,ba,e,39,114,897
s,ba,e,4,114,898
bd,ba,s,16,122,899
s,ba,e,16,114,900
s,ba,e,25,114,901
s,ba,e,32,114,902
sd,da,e,4,213,903
s,ba,e,23,114,904
s,ba,e,4,114,905
s,ba,e,40,114,906
s,ba,e,21,114,907
s,ba,e,49,114,908
s,ba,e,24,114,909
s,ba,e,31,114,910
bd,ba,s,5,122,911
s,ba,e,14,114,912
s,ba,e,31,114,913
s,ba,e,35,114,914
s,ba,e,24,114,915
bd,ba,s,18,122,916
s,ba,e,9,114,917
s,ba,e,42,114,918
s,ba,e,19,114,919
s,ba,e,16,114,920
s,ba,e,42,114,921
bd,ba,s,36,122,922
s,ba,e,14,114,923
s,ba,e,0,114,924
bd,ba,s,44,122,925
s,ba,e,29,114,926
s,ba,e,46,114,927
s,ba,e,47,114,928
s,ba,e,23,114,929
s,ba,e,41,114,930
s,ba,e,25,114,931
bd,ba,s,44,122,932
s,ba,e,27,114,933
s,ba,e,21,114,934
s,ba,e,44,114,935
s,ba,e,41,114,936
s,ba,e,49,114,937
bd,ba,s,41,122,938
s,ba,e,47,114,939
s,ba,e,18,114,940
s,ba,e,10,114,941
s,ba,e,5,114,942
s,ba,e,0,114,943
s,ba,e,22,114,944
s,ba,e,12,114,945
bd,ba,s,26,122,946
s,ba,e,48,114,947
s,ba,e,36,114,948
sd,da,e,6,213,949
s,ba,e,24,114,950
s,ba,e,37,114,951
sd,da,e,19,213,952
s,ba,e,43,114,953
s,ba,e,18,114,954
s,ba,e,5,114,955
bd,ba,s,2,122,956
s,ba,e,49,114,957
s,ba,e,18,114,958
s,ba,e,24,114,959
bd,ba,s,48,122,960
s,ba,e,17,114,961
s,ba,e,40,114,962
bd,ba,s,10,122,963
s,ba,e,27,114,964
s,ba,e,20,114,965
sd,da,e,16,213,966
s,ba,e,37,114,967
s,ba,e,37,114,968
s,ba,e,8,114,969
s,ba,e,36,114,970
s,ba,e,24,114,971
bd,ba,s,10,122,972
s,ba,e,7,114,973
s,ba,e,8,114,974
s,ba,e,13,114,975
sd,da,e,2,213,976
s,ba,e,40,114,977
s,ba,e,47,114,978
s,ba,e,22,114,979
s,ba,e,20,114,980
s,ba,e,26,114,981
bd,ba,s,27,122,982
s,ba,e,10,114,983
s,ba,e,35,114,984
s,ba,e,49,114,985
sd,da,e,23,213,986
s,ba,e,42,114,987
s,ba,e,43,114,988
s,ba,e,45,114,989
sd,da,e,25,213,990
s,ba,e,23,114,991
s,ba,e,31,114,992
s,ba,e,22,114,993
s,ba,e,24,114,994
s,ba,e,26,114,995
s,ba,e,13,114,996
sd,da,e,41,213,997
s,ba,e,7,114,998
s,ba,e,45,114,999
s,ba,e,2,114,1000
bd,ba,s,35,122,1001
s,ba,e,13,114,1002
s,ba,e,34,114,1003
s,ba,e,41,114,1004
bd,ba,s,47,122,1005
s,ba,e,45,114,1006
s,ba,e,24,114,1007
sd,da,e,13,213,1008
s,ba,e,11,114,1009
s,ba,e,7,114,1010
bd,ba,s,5,122,1011
s,ba,e,47,114,1012
s,ba,e,46,114,1013
s,ba,e,22,114,1014
s,ba,e,4,114,1015
sd,da,e,21,213,1016
s,ba,e,8,114,1017
s,ba,e,29,114,1018
s,ba,e,34,114,1019
s,ba,e,29,114,1020
s,ba,e,3,114,1021
sd,da,e,29,213,1022
s,ba,e,41,114,1023
s,ba,e,14,114,1024
s,ba,e,15,114,1025
s,ba,e,1,114,1026
s,ba,e,2,114,1027
bd,ba,s,47,122,1028
s,ba,e,30,114,1029
s,ba,e,30,114,1030
s,ba,e,4,114,1031
s,ba,e,19,114,1032
s,ba,e,40,114,1033
sd,da,e,31,213,1034
s,ba,e,0,114,1035
s,ba,e,43,114,1036
bd,ba,s,33,122,1037
s,ba,e,37,114,1038
s,ba,e,10,114,1039
sd,da,e,48,213,1040
s,ba,e,12,114,1041
s,ba,e,48,114,1042
sd,da,e,8,213,1043
s,ba,e,12,114,1044
s,ba,e,16,114,1045
s,ba,e,16,114,1046
s,ba,e,27,114,1047
bd,ba,s,4,122,1048
s,ba,e,14,114,1049
s,ba,e,42,114,1050
sd,da,e,47,213,1051
s,ba,e,48,114,1052
s,ba,e,22,114,1053
bd,ba,s,20,122,1054
s,ba,e,28,114,1055
s,ba,e,38,114,1056
bd,ba,s,46,122,1057
s,ba,e,36,114,1058
s,ba,e,27,114,1059
s,ba,e,39,114,1060
s,ba,e,21,114,1061
bd,ba,s,14,122,1062
s,ba,e,44,114,1063
s,ba,e,35,114,1064
bd,ba,s,27,122,1065
s,ba,e,16,114,1066
s,ba,e,24,114,1067
sd,da,e,44,213,1068
