"","vsl_a_entropy","vsl_b_entropy","vsl_c_entropy","vsl_d_entropy","part_id","mean_entropy"
"28",0.76420450650862,0.954434002924965,0,0.591672778582327,"blast_c_186",0.578
"29",0.991076059838222,0.811278124459133,1,0.591672778582327,"blast_c_193",0.849
"30",0.991076059838222,0.954434002924965,0.954434002924965,0.863120568566631,"blast_c_204",0.941
"31",0.503258334775646,0.543564443199596,0,0.591672778582327,"blast_c_206",0.41
"32",0.91829583405449,0.954434002924965,0.811278124459133,0.863120568566631,"blast_c_209",0.887
"33",0.991076059838222,1,0.811278124459133,0.591672778582327,"blast_c_210",0.849
"34",0.91829583405449,0.954434002924965,0.954434002924965,0.863120568566631,"blast_c_213",0.923
"35",0.76420450650862,0.811278124459133,0.954434002924965,0,"blast_c_216",0.632
"36",0.91829583405449,0.954434002924965,0.954434002924965,0.985228136034252,"blast_c_471",0.953
"37",0.954434002924965,0.811278124459133,1,0.954434002924965,"blast_c_101",0.93
"38",0.543564443199596,0.954434002924965,0.811278124459133,0.811278124459133,"blast_c_150",0.78
"39",1,0.954434002924965,0.954434002924965,1,"blast_c_211",0.977
"40",0.954434002924965,0.954434002924965,0.954434002924965,0.954434002924965,"blast_c_220",0.954
"41",0.811278124459133,1,1,0.954434002924965,"blast_c_224",0.941
"42",0.954434002924965,1,0.811278124459133,1,"blast_c_231",0.941
"43",0,0.811278124459133,0.811278124459133,0.543564443199596,"blast_c_232",0.542
"44",0.543564443199596,0,0,0,"blast_c_233",0.136
"45",0,0,0,0,"blast_c_265",0
"46",0.811278124459133,0.543564443199596,0,0.543564443199596,"blast_c_267",0.475
"47",0.954434002924965,0.543564443199596,0.954434002924965,0.811278124459133,"blast_c_268",0.816
"48",1,1,0.954434002924965,0.954434002924965,"blast_c_406",0.977
"49",0.811278124459133,1,0,0.811278124459133,"blast_c_409",0.656
"50",0.954434002924965,0.811278124459133,0.811278124459133,0.954434002924965,"blast_c_410",0.883
"51",0.954434002924965,1,0.811278124459133,0.954434002924965,"blast_c_420",0.93
"52",0.954434002924965,0.954434002924965,0,0.811278124459133,"blast_c_423",0.68
"53",0,0.543564443199596,0,0,"blast_c_426",0.136
"54",0.954434002924965,0.954434002924965,0,0.954434002924965,"blast_c_427",0.716
"55",0.811278124459133,1,1,0.811278124459133,"blast_c_428",0.906
"56",0.811278124459133,1,1,1,"blast_c_429",0.953
"57",0,0,0,0,"blast_c_438",0
"58",0.543564443199596,0.811278124459133,0.811278124459133,0,"blast_c_439",0.542
"59",0.811278124459133,0.811278124459133,0.954434002924965,1,"blast_c_440",0.894
"60",0.543564443199596,0.543564443199596,0,0.811278124459133,"blast_c_444",0.475
"61",1,1,0.954434002924965,0.954434002924965,"blast_c_449",0.977
"62",0.543564443199596,0.954434002924965,0.543564443199596,0.811278124459133,"blast_c_450",0.713
"63",0,0,0,0.543564443199596,"blast_c_451",0.136
"64",0.543564443199596,0.811278124459133,0.954434002924965,1,"blast_c_454",0.827
"65",0,0.543564443199596,0.543564443199596,0.811278124459133,"blast_c_456",0.475
"66",0.954434002924965,0.811278124459133,0.954434002924965,1,"blast_c_457",0.93
"67",1,0.543564443199596,0.811278124459133,0.811278124459133,"blast_c_461",0.792
"68",0.954434002924965,1,1,0.954434002924965,"blast_c_462",0.977
"69",0.811278124459133,0.811278124459133,0.811278124459133,0.811278124459133,"blast_c_467",0.811
"70",0.954434002924965,1,1,0.954434002924965,"blast_c_468",0.977
"71",1,1,0.954434002924965,0.954434002924965,"blast_c_469",0.977
"72",0.811278124459133,0.811278124459133,0.811278124459133,0.954434002924965,"blast_c_470",0.847
"73",1,1,0.954434002924965,0.954434002924965,"blast_c_475",0.977
"74",0,0,0,0,"blast_c_476",0
"75",0.811278124459133,0.811278124459133,0.954434002924965,0.811278124459133,"blast_c_478",0.847
"76",0,0,0.543564443199596,0.543564443199596,"blast_c_479",0.272
"77",0,0.954434002924965,1,0.954434002924965,"blast_c_481",0.727
"78",0,0.543564443199596,0.811278124459133,0.543564443199596,"blast_c_483",0.475
"79",0,0,0,0,"blast_c_484",0
"80",1,0.543564443199596,0.954434002924965,0.954434002924965,"blast_c_485",0.863
"81",0.954434002924965,1,0.954434002924965,0.811278124459133,"blast_c_487",0.93
"82",0.954434002924965,0,0.811278124459133,0.811278124459133,"blast_c_488",0.644
"83",0.811278124459133,0.954434002924965,0.954434002924965,0.954434002924965,"blast_c_491",0.919
"84",0.811278124459133,0,0.543564443199596,0.543564443199596,"blast_c_492",0.475
"85",0.811278124459133,0.811278124459133,0.954434002924965,0.954434002924965,"blast_c_493",0.883
"86",0.954434002924965,0.954434002924965,0.954434002924965,1,"blast_c_497",0.966
"87",1,0.811278124459133,1,0.954434002924965,"blast_c_498",0.941
"88",0.954434002924965,0.811278124459133,0.954434002924965,1,"blast_c_499",0.93
"89",0.954434002924965,0.543564443199596,0.811278124459133,1,"blast_c_503",0.827
"90",0.811278124459133,0.811278124459133,0.954434002924965,0.543564443199596,"blast_c_512",0.78
"91",1,0.811278124459133,1,0,"blast_c_515",0.703
"92",0,0.811278124459133,0.543564443199596,0.954434002924965,"blast_c_516",0.577
"93",0.543564443199596,0.954434002924965,0.811278124459133,0.954434002924965,"blast_c_520",0.816
"94",0.954434002924965,0.954434002924965,0.954434002924965,0.954434002924965,"blast_c_522",0.954
"95",0.811278124459133,0.811278124459133,0.543564443199596,0.543564443199596,"blast_c_540",0.677
"96",1,0.811278124459133,1,1,"blast_c_549",0.953
"97",0.954434002924965,0.954434002924965,0.811278124459133,0.811278124459133,"blast_c_554",0.883
"98",0.954434002924965,0.543564443199596,0.543564443199596,0.543564443199596,"blast_c_555",0.646
