"","trial","reaction_time","id","targ_index","scaled_rt"
"183",3904,536,"blast_a_010",15,-0.126457571933427
"184",3916,531,"blast_a_010",16,-0.153793325264901
"185",3931,652,"blast_a_010",17,0.507731905356765
"186",3940,446,"blast_a_010",18,-0.618501131899955
"187",3955,639,"blast_a_010",19,0.436658946694933
"188",3967,616,"blast_a_010",20,0.310914481370154
"189",3979,454,"blast_a_010",21,-0.574763926569597
"190",3985,591,"blast_a_010",22,0.174235714712785
"191",4006,637,"blast_a_010",23,0.425724645362344
"192",4018,578,"blast_a_010",24,0.103162756050953
"193",4282,485,"blast_a_011",1,-1.18207626466867
"194",4288,463,"blast_a_011",2,-1.56498195040184
"195",4300,564,"blast_a_011",3,0.19290324319133
"196",4312,537,"blast_a_011",4,-0.277026462026645
"197",4324,559,"blast_a_011",5,0.10587922370652
"198",4339,474,"blast_a_011",6,-1.37352910753526
"199",4351,685,"blast_a_011",7,2.29888451472374
"200",4357,617,"blast_a_011",8,1.11535784973032
"201",4375,440,"blast_a_011",9,-1.96529244003197
"202",4381,557,"blast_a_011",10,0.0710696159125957
"203",4396,495,"blast_a_011",11,-1.00802822569905
"204",4411,619,"blast_a_011",12,1.15016745752424
"205",4423,594,"blast_a_011",13,0.715047360100192
"206",4432,542,"blast_a_011",14,-0.190002442541835
"207",4438,570,"blast_a_011",15,0.297332066573103
"208",4450,571,"blast_a_011",16,0.314736870470065
"209",4465,552,"blast_a_011",17,-0.0159544035722146
"210",4474,533,"blast_a_011",18,-0.346645677614494
"211",4489,558,"blast_a_011",19,0.0884744198095578
"212",4501,653,"blast_a_011",20,1.74193079002095
"213",4513,578,"blast_a_011",21,0.436570497748799
"214",4519,542,"blast_a_011",22,-0.190002442541835
"215",4540,559,"blast_a_011",23,0.10587922370652
"216",4552,523,"blast_a_011",24,-0.520693716584114
"217",4814,546,"blast_a_013",1,1.60388354244869
"218",4820,548,"blast_a_013",2,1.61744465043487
"219",4832,498,"blast_a_013",3,1.2784169507804
"220",4844,495,"blast_a_013",4,1.25807528880113
"221",4856,480,"blast_a_013",5,1.15636697890479
"222",4871,499,"blast_a_013",6,1.28519750477349
"223",4883,483,"blast_a_013",7,1.17670864088406
"224",4889,419,"blast_a_013",8,0.742753185326334
"225",4907,115,"blast_a_013",9,-1.31853522857284
"226",4913,416,"blast_a_013",10,0.722411523347066
"227",4928,201,"blast_a_013",11,-0.735407585167154
"228",4943,259,"blast_a_013",12,-0.342135453567969
"229",4955,193,"blast_a_013",13,-0.789652017111869
"230",4964,282,"blast_a_013",14,-0.186182711726913
"231",4970,221,"blast_a_013",15,-0.599796505305366
"232",4982,231,"blast_a_013",16,-0.531990965374472
"233",4997,246,"blast_a_013",17,-0.430282655478131
"234",5006,236,"blast_a_013",18,-0.498088195409025
"235",5021,203,"blast_a_013",19,-0.721846477180975
"236",5033,191,"blast_a_013",20,-0.803213125098048
"237",5045,194,"blast_a_013",21,-0.78287146311878
"238",5051,178,"blast_a_013",22,-0.89136032700821
"239",5072,143,"blast_a_013",23,-1.12867971676634
"240",5084,150,"blast_a_013",24,-1.08121583881471
"241",5345,NA,"blast_a_014",1,NA
"242",5351,537,"blast_a_014",2,-0.41422591544925
"243",5363,596,"blast_a_014",3,0.341629620989071
"244",5375,538,"blast_a_014",4,-0.401414804662159
"245",5387,532,"blast_a_014",5,-0.478281469384701
"246",5402,NA,"blast_a_014",6,NA
"247",5414,507,"blast_a_014",7,-0.798559239061955
"248",5420,552,"blast_a_014",8,-0.222059253642897
"249",5438,648,"blast_a_014",9,1.00780738191776
"250",5444,665,"blast_a_014",10,1.22559626529829
"251",5459,533,"blast_a_014",11,-0.46547035859761
"252",5474,414,"blast_a_014",12,-1.98999254226134
"253",5486,554,"blast_a_014",13,-0.196437032068717
"254",5495,648,"blast_a_014",14,1.00780738191776
"255",5501,597,"blast_a_014",15,0.354440731776161
"256",5513,491,"blast_a_014",16,-1.0035370116554
"257",5528,484,"blast_a_014",17,-1.09321478716503
"258",5537,738,"blast_a_014",18,2.16080735275588
"259",5552,604,"blast_a_014",19,0.444118507285792
"260",5564,493,"blast_a_014",20,-0.977914790081218
"261",5576,522,"blast_a_014",21,-0.606392577255602
"262",5582,NA,"blast_a_014",22,NA
"263",5603,630,"blast_a_014",23,0.777207387750137
"264",5615,673,"blast_a_014",24,1.32808515159501
