word,location,image,repetition,trialnum,condition,letter6,letter5,letter4,letter3,letter2,letter1,corrAns,l_block_trial_loop.thisRepN,l_block_trial_loop.thisTrialN,l_block_trial_loop.thisN,l_block_trial_loop.thisIndex,blank_block_trial_loop.thisRepN,blank_block_trial_loop.thisTrialN,blank_block_trial_loop.thisN,blank_block_trial_loop.thisIndex,v_block_trials.thisRepN,v_block_trials.thisTrialN,v_block_trials.thisN,v_block_trials.thisIndex,forced_test_trials.thisRepN,forced_test_trials.thisTrialN,forced_test_trials.thisN,forced_test_trials.thisIndex,l_block_trial_key_resp.keys,l_block_trial_key_resp.rt,blank_block_trial_key_resp.keys,v_block_trial_key_resp.keys,v_block_trial_key_resp.rt,question_key_resp.keys,question_key_resp.corr,question_key_resp.rt,Run,vtarget,PartID,ltarget,frameRate,expName,date,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
0,0,blank.png,0,0,B,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,None,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
1,1,M.png,17,193,S,,,,,,,,0,0,0,0,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
1,2,K.png,17,194,S,,,,,,,,0,1,1,1,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
1,3,B.png,17,195,S,,,,,,,,0,2,2,2,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
4,1,E.png,17,196,S,,,,,,,,0,3,3,3,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
4,2,L.png,17,197,S,,,,,,,,0,4,4,4,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
4,3,H.png,17,198,S,,,,,,,,0,5,5,5,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
2,1,A.png,17,199,S,,,,,,,,0,6,6,6,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
2,2,J.png,17,200,S,,,,,,,,0,7,7,7,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
2,3,F.png,17,201,S,,,,,,,,0,8,8,8,,,,,,,,,,,,,3,0.375364906446,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
3,1,D.png,17,202,S,,,,,,,,0,9,9,9,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
3,2,G.png,17,203,S,,,,,,,,0,10,10,10,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
3,3,C.png,17,204,S,,,,,,,,0,11,11,11,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
4,1,E.png,18,205,S,,,,,,,,0,12,12,12,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
4,2,L.png,18,206,S,,,,,,,,0,13,13,13,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
4,3,H.png,18,207,S,,,,,,,,0,14,14,14,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
1,1,M.png,18,208,S,,,,,,,,0,15,15,15,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
1,2,K.png,18,209,S,,,,,,,,0,16,16,16,,,,,,,,,,,,,None,,,,,,,,2,3,f005,F,119.990136345,visual,2018_Jan_23_1027,
