11.0016 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?
260.7365 	EXP 	blank_block_trial_image: autoDraw = False
260.7365 	EXP 	blank_block_trial_image: size = array([ 0.3       ,  0.26666667])
260.7365 	EXP 	blank_block_trial_image: image = u'blank.png'
260.7365 	EXP 	blank_block_trial_image: autoDraw = True
261.5450 	EXP 	blank_block_trial_image: autoDraw = False
261.7288 	EXP 	window1: blendMode = 'avg'
261.7292 	EXP 	Sound  started
261.7367 	EXP 	blank_block_trial_image: autoDraw = False
261.7370 	EXP 	window1: blendMode = 'avg'
261.7452 	EXP 	window1: blendMode = 'avg'
261.7536 	EXP 	window1: blendMode = 'avg'
261.7619 	EXP 	window1: blendMode = 'avg'
261.7702 	EXP 	window1: blendMode = 'avg'
261.7786 	EXP 	window1: blendMode = 'avg'
261.7871 	EXP 	window1: blendMode = 'avg'
261.7952 	EXP 	window1: blendMode = 'avg'
261.8036 	EXP 	window1: blendMode = 'avg'
261.8119 	EXP 	window1: blendMode = 'avg'
261.8203 	EXP 	window1: blendMode = 'avg'
261.8286 	EXP 	window1: blendMode = 'avg'
261.8369 	EXP 	window1: blendMode = 'avg'
261.8452 	EXP 	window1: blendMode = 'avg'
261.8536 	EXP 	window1: blendMode = 'avg'
261.8619 	EXP 	window1: blendMode = 'avg'
261.8703 	EXP 	window1: blendMode = 'avg'
261.8786 	EXP 	window1: blendMode = 'avg'
261.8869 	EXP 	window1: blendMode = 'avg'
261.8952 	EXP 	window1: blendMode = 'avg'
261.9036 	EXP 	window1: blendMode = 'avg'
261.9119 	EXP 	window1: blendMode = 'avg'
261.9203 	EXP 	window1: blendMode = 'avg'
261.9286 	EXP 	window1: blendMode = 'avg'
261.9370 	EXP 	window1: blendMode = 'avg'
261.9452 	EXP 	window1: blendMode = 'avg'
261.9537 	EXP 	window1: blendMode = 'avg'
261.9620 	EXP 	window1: blendMode = 'avg'
261.9703 	EXP 	window1: blendMode = 'avg'
261.9786 	EXP 	window1: blendMode = 'avg'
261.9870 	EXP 	window1: blendMode = 'avg'
262.0202 	EXP 	window1: blendMode = 'avg'
262.0210 	EXP 	window1: blendMode = 'avg'
262.0286 	EXP 	window1: blendMode = 'avg'
262.0371 	EXP 	window1: blendMode = 'avg'
262.0453 	EXP 	window1: blendMode = 'avg'
262.0536 	EXP 	window1: blendMode = 'avg'
262.0619 	EXP 	window1: blendMode = 'avg'
262.0703 	EXP 	window1: blendMode = 'avg'
262.0786 	EXP 	window1: blendMode = 'avg'
262.0870 	EXP 	window1: blendMode = 'avg'
262.0952 	EXP 	window1: blendMode = 'avg'
262.1036 	EXP 	window1: blendMode = 'avg'
262.1120 	EXP 	window1: blendMode = 'avg'
262.1203 	EXP 	window1: blendMode = 'avg'
262.1287 	EXP 	window1: blendMode = 'avg'
262.1370 	EXP 	window1: blendMode = 'avg'
262.1453 	EXP 	window1: blendMode = 'avg'
262.1536 	EXP 	window1: blendMode = 'avg'
262.1620 	EXP 	window1: blendMode = 'avg'
262.1703 	EXP 	window1: blendMode = 'avg'
262.1786 	EXP 	window1: blendMode = 'avg'
262.1870 	EXP 	window1: blendMode = 'avg'
262.1953 	EXP 	window1: blendMode = 'avg'
262.2036 	EXP 	window1: blendMode = 'avg'
262.2120 	EXP 	window1: blendMode = 'avg'
262.2203 	EXP 	window1: blendMode = 'avg'
262.2287 	EXP 	window1: blendMode = 'avg'
262.2370 	EXP 	window1: blendMode = 'avg'
262.2453 	EXP 	window1: blendMode = 'avg'
262.2537 	EXP 	window1: blendMode = 'avg'
262.2620 	EXP 	window1: blendMode = 'avg'
262.2703 	EXP 	window1: blendMode = 'avg'
262.2787 	EXP 	window1: blendMode = 'avg'
262.2870 	EXP 	window1: blendMode = 'avg'
262.2953 	EXP 	window1: blendMode = 'avg'
262.3037 	EXP 	window1: blendMode = 'avg'
262.3120 	EXP 	window1: blendMode = 'avg'
262.3204 	EXP 	window1: blendMode = 'avg'
262.3287 	EXP 	window1: blendMode = 'avg'
262.3370 	EXP 	window1: blendMode = 'avg'
262.3453 	EXP 	window1: blendMode = 'avg'
262.3537 	EXP 	window1: blendMode = 'avg'
262.3620 	EXP 	window1: blendMode = 'avg'
262.3703 	EXP 	window1: blendMode = 'avg'
262.3787 	EXP 	window1: blendMode = 'avg'
262.3870 	EXP 	window1: blendMode = 'avg'
262.3953 	EXP 	window1: blendMode = 'avg'
262.4037 	EXP 	window1: blendMode = 'avg'
262.4120 	EXP 	window1: blendMode = 'avg'
262.4203 	EXP 	window1: blendMode = 'avg'
262.4287 	EXP 	window1: blendMode = 'avg'
262.4370 	EXP 	window1: blendMode = 'avg'
262.4453 	EXP 	window1: blendMode = 'avg'
262.4538 	EXP 	window1: blendMode = 'avg'
262.4621 	EXP 	window1: blendMode = 'avg'
262.4704 	EXP 	window1: blendMode = 'avg'
262.4787 	EXP 	window1: blendMode = 'avg'
262.4870 	EXP 	window1: blendMode = 'avg'
262.4953 	EXP 	window1: blendMode = 'avg'
262.5037 	EXP 	window1: blendMode = 'avg'
262.5121 	EXP 	window1: blendMode = 'avg'
262.5204 	EXP 	window1: blendMode = 'avg'
262.5287 	EXP 	window1: blendMode = 'avg'
262.5371 	EXP 	window1: blendMode = 'avg'
262.5453 	EXP 	window1: blendMode = 'avg'
262.5537 	EXP 	window1: blendMode = 'avg'
262.5621 	EXP 	window1: blendMode = 'avg'
262.5704 	EXP 	window1: blendMode = 'avg'
262.5787 	EXP 	window1: blendMode = 'avg'
262.5872 	EXP 	window1: blendMode = 'avg'
262.5954 	EXP 	window1: blendMode = 'avg'
262.6037 	EXP 	window1: blendMode = 'avg'
262.6121 	EXP 	window1: blendMode = 'avg'
262.6205 	EXP 	window1: blendMode = 'avg'
262.6288 	EXP 	window1: blendMode = 'avg'
262.6371 	EXP 	window1: blendMode = 'avg'
262.6454 	EXP 	window1: blendMode = 'avg'
262.6537 	EXP 	window1: blendMode = 'avg'
262.6621 	EXP 	window1: blendMode = 'avg'
262.6704 	EXP 	window1: blendMode = 'avg'
262.6788 	EXP 	window1: blendMode = 'avg'
262.6871 	EXP 	window1: blendMode = 'avg'
262.6954 	EXP 	window1: blendMode = 'avg'
262.7037 	EXP 	window1: blendMode = 'avg'
262.7121 	EXP 	window1: blendMode = 'avg'
262.7204 	EXP 	window1: blendMode = 'avg'
262.7287 	EXP 	window1: blendMode = 'avg'
262.7371 	EXP 	window1: blendMode = 'avg'
262.7454 	EXP 	window1: blendMode = 'avg'
262.7538 	EXP 	window1: blendMode = 'avg'
262.7621 	EXP 	window1: blendMode = 'avg'
262.7704 	EXP 	window1: blendMode = 'avg'
262.7787 	EXP 	window1: blendMode = 'avg'
262.7871 	EXP 	window1: blendMode = 'avg'
262.7954 	EXP 	window1: blendMode = 'avg'
262.8038 	EXP 	window1: blendMode = 'avg'
262.8121 	EXP 	window1: blendMode = 'avg'
262.8204 	EXP 	window1: blendMode = 'avg'
262.8287 	EXP 	window1: blendMode = 'avg'
262.8371 	EXP 	window1: blendMode = 'avg'
262.8454 	EXP 	window1: blendMode = 'avg'
262.8538 	EXP 	window1: blendMode = 'avg'
262.8621 	EXP 	window1: blendMode = 'avg'
262.8704 	EXP 	window1: blendMode = 'avg'
262.8788 	EXP 	window1: blendMode = 'avg'
262.8871 	EXP 	window1: blendMode = 'avg'
262.8954 	EXP 	window1: blendMode = 'avg'
262.9038 	EXP 	window1: blendMode = 'avg'
262.9121 	EXP 	window1: blendMode = 'avg'
262.9205 	EXP 	window1: blendMode = 'avg'
262.9288 	EXP 	window1: blendMode = 'avg'
262.9371 	EXP 	window1: blendMode = 'avg'
262.9454 	EXP 	window1: blendMode = 'avg'
262.9538 	EXP 	window1: blendMode = 'avg'
262.9622 	EXP 	window1: blendMode = 'avg'
262.9705 	EXP 	window1: blendMode = 'avg'
262.9789 	EXP 	window1: blendMode = 'avg'
262.9872 	EXP 	window1: blendMode = 'avg'
262.9954 	EXP 	window1: blendMode = 'avg'
263.0038 	EXP 	window1: blendMode = 'avg'
263.0121 	EXP 	window1: blendMode = 'avg'
263.0205 	EXP 	window1: blendMode = 'avg'
263.0288 	EXP 	window1: blendMode = 'avg'
263.0372 	EXP 	window1: blendMode = 'avg'
263.0454 	EXP 	window1: blendMode = 'avg'
263.0538 	EXP 	window1: blendMode = 'avg'
263.0621 	EXP 	window1: blendMode = 'avg'
263.0705 	EXP 	window1: blendMode = 'avg'
263.0788 	EXP 	window1: blendMode = 'avg'
263.0872 	EXP 	window1: blendMode = 'avg'
263.0954 	EXP 	window1: blendMode = 'avg'
263.1038 	EXP 	window1: blendMode = 'avg'
263.1122 	EXP 	window1: blendMode = 'avg'
263.1205 	EXP 	window1: blendMode = 'avg'
263.1288 	EXP 	window1: blendMode = 'avg'
263.1372 	EXP 	window1: blendMode = 'avg'
263.1455 	EXP 	window1: blendMode = 'avg'
263.1538 	EXP 	window1: blendMode = 'avg'
263.1622 	EXP 	window1: blendMode = 'avg'
263.1705 	EXP 	window1: blendMode = 'avg'
263.1788 	EXP 	window1: blendMode = 'avg'
263.1872 	EXP 	window1: blendMode = 'avg'
263.1955 	EXP 	window1: blendMode = 'avg'
263.2038 	EXP 	window1: blendMode = 'avg'
263.2122 	EXP 	window1: blendMode = 'avg'
263.2205 	EXP 	window1: blendMode = 'avg'
263.2289 	EXP 	window1: blendMode = 'avg'
263.2372 	EXP 	window1: blendMode = 'avg'
263.2455 	EXP 	window1: blendMode = 'avg'
263.2538 	EXP 	window1: blendMode = 'avg'
263.2622 	EXP 	window1: blendMode = 'avg'
263.2705 	EXP 	window1: blendMode = 'avg'
263.2788 	EXP 	window1: blendMode = 'avg'
263.2872 	EXP 	window1: blendMode = 'avg'
263.2955 	EXP 	window1: blendMode = 'avg'
263.3038 	EXP 	window1: blendMode = 'avg'
263.3122 	EXP 	window1: blendMode = 'avg'
263.3205 	EXP 	window1: blendMode = 'avg'
263.3289 	EXP 	window1: blendMode = 'avg'
263.3373 	EXP 	window1: blendMode = 'avg'
263.3455 	EXP 	window1: blendMode = 'avg'
263.3539 	EXP 	window1: blendMode = 'avg'
263.3622 	EXP 	window1: blendMode = 'avg'
263.3705 	EXP 	window1: blendMode = 'avg'
263.3789 	EXP 	window1: blendMode = 'avg'
263.3872 	EXP 	window1: blendMode = 'avg'
263.3955 	EXP 	window1: blendMode = 'avg'
263.4039 	EXP 	window1: blendMode = 'avg'
263.4122 	EXP 	window1: blendMode = 'avg'
263.4205 	EXP 	window1: blendMode = 'avg'
263.4289 	EXP 	window1: blendMode = 'avg'
263.4373 	EXP 	window1: blendMode = 'avg'
263.4455 	EXP 	window1: blendMode = 'avg'
263.4539 	EXP 	window1: blendMode = 'avg'
263.4624 	EXP 	window1: blendMode = 'avg'
263.4706 	EXP 	window1: blendMode = 'avg'
263.4789 	EXP 	window1: blendMode = 'avg'
263.4875 	EXP 	window1: blendMode = 'avg'
263.4876 	EXP 	Sound  stopped
263.4966 	EXP 	Imported visual_run4_5.xlsx as conditions, 60 conditions, 6 params
263.4969 	EXP 	Created sequence: sequential, trialTypes=60, nReps=1, seed=None
263.4973 	EXP 	New trial (rep=0, index=0): {'word': 4, 'location': 1, 'image': u'Alien7.bmp', 'repetition': 21, 'trialnum': 241, 'condition': u'S'}
263.5032 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.60555556])
263.5032 	EXP 	v_block_trial_image: image = u'Alien7.bmp'
263.5032 	EXP 	v_block_trial_image: autoDraw = True
264.3122 	EXP 	v_block_trial_image: autoDraw = False
264.3122 	EXP 	blank_image: autoDraw = True
264.4960 	EXP 	New trial (rep=0, index=1): {'word': 4, 'location': 2, 'image': u'Alien8.bmp', 'repetition': 21, 'trialnum': 242, 'condition': u'S'}
264.5039 	EXP 	v_block_trial_image: autoDraw = False
264.5039 	EXP 	blank_image: autoDraw = False
264.5039 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.52592593])
264.5039 	EXP 	v_block_trial_image: image = u'Alien8.bmp'
264.5039 	EXP 	v_block_trial_image: autoDraw = True
265.3124 	EXP 	v_block_trial_image: autoDraw = False
265.3124 	EXP 	blank_image: autoDraw = True
265.4961 	EXP 	New trial (rep=0, index=2): {'word': 4, 'location': 3, 'image': u'Alien9.bmp', 'repetition': 21, 'trialnum': 243, 'condition': u'S'}
265.5041 	EXP 	v_block_trial_image: autoDraw = False
265.5041 	EXP 	blank_image: autoDraw = False
265.5041 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.57407407])
265.5041 	EXP 	v_block_trial_image: image = u'Alien9.bmp'
265.5041 	EXP 	v_block_trial_image: autoDraw = True
266.3127 	EXP 	v_block_trial_image: autoDraw = False
266.3127 	EXP 	blank_image: autoDraw = True
266.4881 	EXP 	New trial (rep=0, index=3): {'word': 1, 'location': 1, 'image': u'Alien4.bmp', 'repetition': 21, 'trialnum': 244, 'condition': u'S'}
266.4960 	EXP 	v_block_trial_image: autoDraw = False
266.4960 	EXP 	blank_image: autoDraw = False
266.4960 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.60925926])
266.4960 	EXP 	v_block_trial_image: image = u'Alien4.bmp'
266.4960 	EXP 	v_block_trial_image: autoDraw = True
267.3045 	EXP 	v_block_trial_image: autoDraw = False
267.3045 	EXP 	blank_image: autoDraw = True
267.4882 	EXP 	New trial (rep=0, index=4): {'word': 1, 'location': 2, 'image': u'Alien5.bmp', 'repetition': 21, 'trialnum': 245, 'condition': u'S'}
267.4962 	EXP 	v_block_trial_image: autoDraw = False
267.4962 	EXP 	blank_image: autoDraw = False
267.4962 	EXP 	v_block_trial_image: size = array([ 0.3       ,  0.54444444])
267.4962 	EXP 	v_block_trial_image: image = u'Alien5.bmp'
267.4962 	EXP 	v_block_trial_image: autoDraw = True
268.3047 	EXP 	v_block_trial_image: autoDraw = False
268.3047 	EXP 	blank_image: autoDraw = True
268.4885 	EXP 	New trial (rep=0, index=5): {'word': 1, 'location': 3, 'image': u'Alien6.bmp', 'repetition': 21, 'trialnum': 246, 'condition': u'S'}
268.4964 	EXP 	v_block_trial_image: autoDraw = False
268.4964 	EXP 	blank_image: autoDraw = False
268.4964 	EXP 	v_block_trial_image: size = array([ 0.234375  ,  0.53518519])
268.4964 	EXP 	v_block_trial_image: image = u'Alien6.bmp'
268.4964 	EXP 	v_block_trial_image: autoDraw = True
268.9133 	DATA 	Keypress: 3
269.3048 	EXP 	v_block_trial_image: autoDraw = False
269.3048 	EXP 	blank_image: autoDraw = True
269.4886 	EXP 	New trial (rep=0, index=6): {'word': 3, 'location': 1, 'image': u'Alien10.bmp', 'repetition': 21, 'trialnum': 247, 'condition': u'S'}
269.4965 	EXP 	v_block_trial_image: autoDraw = False
269.4965 	EXP 	blank_image: autoDraw = False
269.4965 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.52037037])
269.4965 	EXP 	v_block_trial_image: image = u'Alien10.bmp'
269.4965 	EXP 	v_block_trial_image: autoDraw = True
270.3049 	EXP 	v_block_trial_image: autoDraw = False
270.3049 	EXP 	blank_image: autoDraw = True
270.4887 	EXP 	New trial (rep=0, index=7): {'word': 3, 'location': 2, 'image': u'Alien11.bmp', 'repetition': 21, 'trialnum': 248, 'condition': u'S'}
270.4967 	EXP 	v_block_trial_image: autoDraw = False
270.4967 	EXP 	blank_image: autoDraw = False
270.4967 	EXP 	v_block_trial_image: size = array([ 0.3375    ,  0.34814815])
270.4967 	EXP 	v_block_trial_image: image = u'Alien11.bmp'
270.4967 	EXP 	v_block_trial_image: autoDraw = True
271.3051 	EXP 	v_block_trial_image: autoDraw = False
271.3051 	EXP 	blank_image: autoDraw = True
271.4889 	EXP 	New trial (rep=0, index=8): {'word': 3, 'location': 3, 'image': u'Alien12.bmp', 'repetition': 21, 'trialnum': 249, 'condition': u'S'}
271.4968 	EXP 	v_block_trial_image: autoDraw = False
271.4968 	EXP 	blank_image: autoDraw = False
271.4968 	EXP 	v_block_trial_image: size = array([ 0.309375  ,  0.53333333])
271.4968 	EXP 	v_block_trial_image: image = u'Alien12.bmp'
271.4968 	EXP 	v_block_trial_image: autoDraw = True
272.3053 	EXP 	v_block_trial_image: autoDraw = False
272.3053 	EXP 	blank_image: autoDraw = True
272.4890 	EXP 	New trial (rep=0, index=9): {'word': 4, 'location': 1, 'image': u'Alien7.bmp', 'repetition': 22, 'trialnum': 250, 'condition': u'S'}
272.4970 	EXP 	v_block_trial_image: autoDraw = False
272.4970 	EXP 	blank_image: autoDraw = False
272.4970 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.60555556])
272.4970 	EXP 	v_block_trial_image: image = u'Alien7.bmp'
272.4970 	EXP 	v_block_trial_image: autoDraw = True
273.3055 	EXP 	v_block_trial_image: autoDraw = False
273.3055 	EXP 	blank_image: autoDraw = True
273.4892 	EXP 	New trial (rep=0, index=10): {'word': 4, 'location': 2, 'image': u'Alien8.bmp', 'repetition': 22, 'trialnum': 251, 'condition': u'S'}
273.4972 	EXP 	v_block_trial_image: autoDraw = False
273.4972 	EXP 	blank_image: autoDraw = False
273.4972 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.52592593])
273.4972 	EXP 	v_block_trial_image: image = u'Alien8.bmp'
273.4972 	EXP 	v_block_trial_image: autoDraw = True
274.3057 	EXP 	v_block_trial_image: autoDraw = False
274.3057 	EXP 	blank_image: autoDraw = True
274.4895 	EXP 	New trial (rep=0, index=11): {'word': 4, 'location': 3, 'image': u'Alien9.bmp', 'repetition': 22, 'trialnum': 252, 'condition': u'S'}
274.4974 	EXP 	v_block_trial_image: autoDraw = False
274.4974 	EXP 	blank_image: autoDraw = False
274.4974 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.57407407])
274.4974 	EXP 	v_block_trial_image: image = u'Alien9.bmp'
274.4974 	EXP 	v_block_trial_image: autoDraw = True
275.3058 	EXP 	v_block_trial_image: autoDraw = False
275.3058 	EXP 	blank_image: autoDraw = True
275.4896 	EXP 	New trial (rep=0, index=12): {'word': 1, 'location': 1, 'image': u'Alien4.bmp', 'repetition': 22, 'trialnum': 253, 'condition': u'S'}
275.4976 	EXP 	v_block_trial_image: autoDraw = False
275.4976 	EXP 	blank_image: autoDraw = False
275.4976 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.60925926])
275.4976 	EXP 	v_block_trial_image: image = u'Alien4.bmp'
275.4976 	EXP 	v_block_trial_image: autoDraw = True
276.3060 	EXP 	v_block_trial_image: autoDraw = False
276.3060 	EXP 	blank_image: autoDraw = True
276.4898 	EXP 	New trial (rep=0, index=13): {'word': 1, 'location': 2, 'image': u'Alien5.bmp', 'repetition': 22, 'trialnum': 254, 'condition': u'S'}
276.4978 	EXP 	v_block_trial_image: autoDraw = False
276.4978 	EXP 	blank_image: autoDraw = False
276.4978 	EXP 	v_block_trial_image: size = array([ 0.3       ,  0.54444444])
276.4978 	EXP 	v_block_trial_image: image = u'Alien5.bmp'
276.4978 	EXP 	v_block_trial_image: autoDraw = True
277.3062 	EXP 	v_block_trial_image: autoDraw = False
277.3062 	EXP 	blank_image: autoDraw = True
277.4899 	EXP 	New trial (rep=0, index=14): {'word': 1, 'location': 3, 'image': u'Alien6.bmp', 'repetition': 22, 'trialnum': 255, 'condition': u'S'}
277.4979 	EXP 	v_block_trial_image: autoDraw = False
277.4979 	EXP 	blank_image: autoDraw = False
277.4979 	EXP 	v_block_trial_image: size = array([ 0.234375  ,  0.53518519])
277.4979 	EXP 	v_block_trial_image: image = u'Alien6.bmp'
277.4979 	EXP 	v_block_trial_image: autoDraw = True
277.9899 	DATA 	Keypress: 3
278.3064 	EXP 	v_block_trial_image: autoDraw = False
278.3064 	EXP 	blank_image: autoDraw = True
278.4902 	EXP 	New trial (rep=0, index=15): {'word': 3, 'location': 1, 'image': u'Alien10.bmp', 'repetition': 22, 'trialnum': 256, 'condition': u'S'}
278.4981 	EXP 	v_block_trial_image: autoDraw = False
278.4981 	EXP 	blank_image: autoDraw = False
278.4981 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.52037037])
278.4981 	EXP 	v_block_trial_image: image = u'Alien10.bmp'
278.4981 	EXP 	v_block_trial_image: autoDraw = True
279.3066 	EXP 	v_block_trial_image: autoDraw = False
279.3066 	EXP 	blank_image: autoDraw = True
279.4903 	EXP 	New trial (rep=0, index=16): {'word': 3, 'location': 2, 'image': u'Alien11.bmp', 'repetition': 22, 'trialnum': 257, 'condition': u'S'}
279.4983 	EXP 	v_block_trial_image: autoDraw = False
279.4983 	EXP 	blank_image: autoDraw = False
279.4983 	EXP 	v_block_trial_image: size = array([ 0.3375    ,  0.34814815])
279.4983 	EXP 	v_block_trial_image: image = u'Alien11.bmp'
279.4983 	EXP 	v_block_trial_image: autoDraw = True
280.3068 	EXP 	v_block_trial_image: autoDraw = False
280.3068 	EXP 	blank_image: autoDraw = True
280.4905 	EXP 	New trial (rep=0, index=17): {'word': 3, 'location': 3, 'image': u'Alien12.bmp', 'repetition': 22, 'trialnum': 258, 'condition': u'S'}
280.4985 	EXP 	v_block_trial_image: autoDraw = False
280.4985 	EXP 	blank_image: autoDraw = False
280.4985 	EXP 	v_block_trial_image: size = array([ 0.309375  ,  0.53333333])
280.4985 	EXP 	v_block_trial_image: image = u'Alien12.bmp'
280.4985 	EXP 	v_block_trial_image: autoDraw = True
281.3070 	EXP 	v_block_trial_image: autoDraw = False
281.3070 	EXP 	blank_image: autoDraw = True
281.4907 	EXP 	New trial (rep=0, index=18): {'word': 2, 'location': 1, 'image': u'Alien1.bmp', 'repetition': 21, 'trialnum': 259, 'condition': u'S'}
281.4987 	EXP 	v_block_trial_image: autoDraw = False
281.4987 	EXP 	blank_image: autoDraw = False
281.4987 	EXP 	v_block_trial_image: size = array([ 0.3       ,  0.46851852])
281.4987 	EXP 	v_block_trial_image: image = u'Alien1.bmp'
281.4987 	EXP 	v_block_trial_image: autoDraw = True
282.3072 	EXP 	v_block_trial_image: autoDraw = False
282.3072 	EXP 	blank_image: autoDraw = True
282.4909 	EXP 	New trial (rep=0, index=19): {'word': 2, 'location': 2, 'image': u'Alien2.bmp', 'repetition': 21, 'trialnum': 260, 'condition': u'S'}
282.4988 	EXP 	v_block_trial_image: autoDraw = False
282.4988 	EXP 	blank_image: autoDraw = False
282.4988 	EXP 	v_block_trial_image: size = array([ 0.19583333,  0.54814815])
282.4988 	EXP 	v_block_trial_image: image = u'Alien2.bmp'
282.4988 	EXP 	v_block_trial_image: autoDraw = True
283.3074 	EXP 	v_block_trial_image: autoDraw = False
283.3074 	EXP 	blank_image: autoDraw = True
283.4910 	EXP 	New trial (rep=0, index=20): {'word': 2, 'location': 3, 'image': u'Alien3.bmp', 'repetition': 21, 'trialnum': 261, 'condition': u'S'}
283.4990 	EXP 	v_block_trial_image: autoDraw = False
283.4990 	EXP 	blank_image: autoDraw = False
283.4990 	EXP 	v_block_trial_image: size = array([ 0.20520833,  0.67407407])
283.4990 	EXP 	v_block_trial_image: image = u'Alien3.bmp'
283.4990 	EXP 	v_block_trial_image: autoDraw = True
284.3075 	EXP 	v_block_trial_image: autoDraw = False
284.3075 	EXP 	blank_image: autoDraw = True
284.4912 	EXP 	New trial (rep=0, index=21): {'word': 4, 'location': 1, 'image': u'Alien7.bmp', 'repetition': 23, 'trialnum': 262, 'condition': u'S'}
284.4992 	EXP 	v_block_trial_image: autoDraw = False
284.4992 	EXP 	blank_image: autoDraw = False
284.4992 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.60555556])
284.4992 	EXP 	v_block_trial_image: image = u'Alien7.bmp'
284.4992 	EXP 	v_block_trial_image: autoDraw = True
285.3077 	EXP 	v_block_trial_image: autoDraw = False
285.3077 	EXP 	blank_image: autoDraw = True
285.4914 	EXP 	New trial (rep=0, index=22): {'word': 4, 'location': 2, 'image': u'Alien8.bmp', 'repetition': 23, 'trialnum': 263, 'condition': u'S'}
285.4994 	EXP 	v_block_trial_image: autoDraw = False
285.4994 	EXP 	blank_image: autoDraw = False
285.4994 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.52592593])
285.4994 	EXP 	v_block_trial_image: image = u'Alien8.bmp'
285.4994 	EXP 	v_block_trial_image: autoDraw = True
286.3079 	EXP 	v_block_trial_image: autoDraw = False
286.3079 	EXP 	blank_image: autoDraw = True
286.4917 	EXP 	New trial (rep=0, index=23): {'word': 4, 'location': 3, 'image': u'Alien9.bmp', 'repetition': 23, 'trialnum': 264, 'condition': u'S'}
286.4996 	EXP 	v_block_trial_image: autoDraw = False
286.4996 	EXP 	blank_image: autoDraw = False
286.4996 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.57407407])
286.4996 	EXP 	v_block_trial_image: image = u'Alien9.bmp'
286.4996 	EXP 	v_block_trial_image: autoDraw = True
287.3080 	EXP 	v_block_trial_image: autoDraw = False
287.3080 	EXP 	blank_image: autoDraw = True
287.4918 	EXP 	New trial (rep=0, index=24): {'word': 2, 'location': 1, 'image': u'Alien1.bmp', 'repetition': 22, 'trialnum': 265, 'condition': u'S'}
287.4998 	EXP 	v_block_trial_image: autoDraw = False
287.4998 	EXP 	blank_image: autoDraw = False
287.4998 	EXP 	v_block_trial_image: size = array([ 0.3       ,  0.46851852])
287.4998 	EXP 	v_block_trial_image: image = u'Alien1.bmp'
287.4998 	EXP 	v_block_trial_image: autoDraw = True
288.3082 	EXP 	v_block_trial_image: autoDraw = False
288.3082 	EXP 	blank_image: autoDraw = True
288.4919 	EXP 	New trial (rep=0, index=25): {'word': 2, 'location': 2, 'image': u'Alien2.bmp', 'repetition': 22, 'trialnum': 266, 'condition': u'S'}
288.4999 	EXP 	v_block_trial_image: autoDraw = False
288.4999 	EXP 	blank_image: autoDraw = False
288.4999 	EXP 	v_block_trial_image: size = array([ 0.19583333,  0.54814815])
288.4999 	EXP 	v_block_trial_image: image = u'Alien2.bmp'
288.4999 	EXP 	v_block_trial_image: autoDraw = True
289.3084 	EXP 	v_block_trial_image: autoDraw = False
289.3084 	EXP 	blank_image: autoDraw = True
289.4921 	EXP 	New trial (rep=0, index=26): {'word': 2, 'location': 3, 'image': u'Alien3.bmp', 'repetition': 22, 'trialnum': 267, 'condition': u'S'}
289.5001 	EXP 	v_block_trial_image: autoDraw = False
289.5001 	EXP 	blank_image: autoDraw = False
289.5001 	EXP 	v_block_trial_image: size = array([ 0.20520833,  0.67407407])
289.5001 	EXP 	v_block_trial_image: image = u'Alien3.bmp'
289.5001 	EXP 	v_block_trial_image: autoDraw = True
290.3086 	EXP 	v_block_trial_image: autoDraw = False
290.3086 	EXP 	blank_image: autoDraw = True
290.4923 	EXP 	New trial (rep=0, index=27): {'word': 3, 'location': 1, 'image': u'Alien10.bmp', 'repetition': 23, 'trialnum': 268, 'condition': u'S'}
290.5003 	EXP 	v_block_trial_image: autoDraw = False
290.5003 	EXP 	blank_image: autoDraw = False
290.5003 	EXP 	v_block_trial_image: size = array([ 0.225     ,  0.52037037])
290.5003 	EXP 	v_block_trial_image: image = u'Alien10.bmp'
290.5003 	EXP 	v_block_trial_image: autoDraw = True
291.3088 	EXP 	v_block_trial_image: autoDraw = False
291.3088 	EXP 	blank_image: autoDraw = True
291.4925 	EXP 	New trial (rep=0, index=28): {'word': 3, 'location': 2, 'image': u'Alien11.bmp', 'repetition': 23, 'trialnum': 269, 'condition': u'S'}
291.5005 	EXP 	v_block_trial_image: autoDraw = False
291.5005 	EXP 	blank_image: autoDraw = False
291.5005 	EXP 	v_block_trial_image: size = array([ 0.3375    ,  0.34814815])
291.5005 	EXP 	v_block_trial_image: image = u'Alien11.bmp'
291.5005 	EXP 	v_block_trial_image: autoDraw = True
292.3090 	EXP 	v_block_trial_image: autoDraw = False
292.3090 	EXP 	blank_image: autoDraw = True
